ID,YearStart,YearEnd,Description,LocationAbbr,LocationDesc,DataSource,Class,Topic,Question,Response,Data_Value_Unit,DataValueTypeId,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,GeoLocation_Lat,GeoLocation_Long,ClassId,TopicId,QuestionId,ResponseId,StratficationCategory1,StratificationCategoryId1,Stratification1,StratificationId1,StratificationCategory2,StratificationCategoryId2,Stratification2,StratificationId2,StratificationCategory3,StratificationCategoryId3,Stratification3,StratificationId3,LocationDisplayOrder,FootnoteSymbol,FootnoteText,URL,FootnoteHeading
220557,2021,2021,2021,CT,Connecticut,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,30.4,,,28.9,31.9,"7,074",41.56266102,-72.64984095,OWS,OWS1,Q036,,Total,OVR,Total,OVERALL,,,,,,,,,9,,,,
58707,2011,2011,2011,DE,Delaware,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,28.8,,,26.9,30.7,"4,530",39.00883067,-75.57774117,OWS,OWS1,Q036,,Total,OVR,Total,OVERALL,,,,,,,,,10,,,,
43003,2012,2012,2012,DE,Delaware,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,26.9,,,25.2,28.6,"4,944",39.00883067,-75.57774117,OWS,OWS1,Q036,,Total,OVR,Total,OVERALL,,,,,,,,,10,,,,
94560,2013,2013,2013,DE,Delaware,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,31.1,,,29.3,32.8,"4,893",39.00883067,-75.57774117,OWS,OWS1,Q036,,Total,OVR,Total,OVERALL,,,,,,,,,10,,,,
79995,2014,2014,2014,DE,Delaware,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,30.7,,,28.6,32.8,"3,983",39.00883067,-75.57774117,OWS,OWS1,Q036,,Total,OVR,Total,OVERALL,,,,,,,,,10,,,,
97785,2015,2015,2015,DE,Delaware,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,29.7,,,27.6,31.8,"3,688",39.00883067,-75.57774117,OWS,OWS1,Q036,,Total,OVR,Total,OVERALL,,,,,,,,,10,,,,
38962,2016,2016,2016,DE,Delaware,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,30.7,,,28.7,32.8,"3,702",39.00883067,-75.57774117,OWS,OWS1,Q036,,Total,OVR,Total,OVERALL,,,,,,,,,10,,,,
57793,2017,2017,2017,DE,Delaware,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,31.8,,,29.7,34,"3,648",39.00883067,-75.57774117,OWS,OWS1,Q036,,Total,OVR,Total,OVERALL,,,,,,,,,10,,,,
48756,2018,2018,2018,DE,Delaware,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,33.5,,,31.7,35.4,"4,629",39.00883067,-75.57774117,OWS,OWS1,Q036,,Total,OVR,Total,OVERALL,,,,,,,,,10,,,,
147039,2019,2019,2019,DE,Delaware,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,34.4,,,32.1,36.6,"3,401",39.00883067,-75.57774117,OWS,OWS1,Q036,,Total,OVR,Total,OVERALL,,,,,,,,,10,,,,
193322,2020,2020,2020,DE,Delaware,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,36.5,,,34.3,38.8,"3,520",39.00883067,-75.57774117,OWS,OWS1,Q036,,Total,OVR,Total,OVERALL,,,,,,,,,10,,,,
220558,2021,2021,2021,DE,Delaware,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,33.9,,,31.8,36.1,"3,215",39.00883067,-75.57774117,OWS,OWS1,Q036,,Total,OVR,Total,OVERALL,,,,,,,,,10,,,,
88280,2011,2011,2011,DC,District of Columbia,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,23.7,,,21.9,25.7,"4,368",38.89037139,-77.03196113,OWS,OWS1,Q036,,Total,OVR,Total,OVERALL,,,,,,,,,11,,,,
82367,2012,2012,2012,DC,District of Columbia,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,21.9,,,19.9,24.1,"3,644",38.89037139,-77.03196113,OWS,OWS1,Q036,,Total,OVR,Total,OVERALL,,,,,,,,,11,,,,
94122,2013,2013,2013,DC,District of Columbia,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,22.9,,,21,24.8,"4,705",38.89037139,-77.03196113,OWS,OWS1,Q036,,Total,OVR,Total,OVERALL,,,,,,,,,11,,,,
83528,2014,2014,2014,DC,District of Columbia,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,21.7,,,19.5,24,"3,787",38.89037139,-77.03196113,OWS,OWS1,Q036,,Total,OVR,Total,OVERALL,,,,,,,,,11,,,,
78777,2015,2015,2015,DC,District of Columbia,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,22.1,,,19.7,24.8,"3,654",38.89037139,-77.03196113,OWS,OWS1,Q036,,Total,OVR,Total,OVERALL,,,,,,,,,11,,,,
42869,2016,2016,2016,DC,District of Columbia,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,22.6,,,20.9,24.3,"3,479",38.89037139,-77.03196113,OWS,OWS1,Q036,,Total,OVR,Total,OVERALL,,,,,,,,,11,,,,
60535,2017,2017,2017,DC,District of Columbia,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,23,,,21.4,24.7,"4,091",38.89037139,-77.03196113,OWS,OWS1,Q036,,Total,OVR,Total,OVERALL,,,,,,,,,11,,,,
48476,2018,2018,2018,DC,District of Columbia,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,24.7,,,22.9,26.5,"4,081",38.89037139,-77.03196113,OWS,OWS1,Q036,,Total,OVR,Total,OVERALL,,,,,,,,,11,,,,
146787,2019,2019,2019,DC,District of Columbia,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,23.8,,,21.7,25.9,"2,367",38.89037139,-77.03196113,OWS,OWS1,Q036,,Total,OVR,Total,OVERALL,,,,,,,,,11,,,,
193323,2020,2020,2020,DC,District of Columbia,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,24.3,,,22.3,26.4,"3,126",38.89037139,-77.03196113,OWS,OWS1,Q036,,Total,OVR,Total,OVERALL,,,,,,,,,11,,,,
220559,2021,2021,2021,DC,District of Columbia,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,24.7,,,22.6,26.9,"2,822",38.89037139,-77.03196113,OWS,OWS1,Q036,,Total,OVR,Total,OVERALL,,,,,,,,,11,,,,
77654,2011,2011,2011,FL,Florida,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,26.6,,,25.4,27.9,"11,770",28.93204038,-81.92896054,OWS,OWS1,Q036,,Total,OVR,Total,OVERALL,,,,,,,,,12,,,,
91210,2012,2012,2012,FL,Florida,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,25.2,,,23.7,26.8,"7,282",28.93204038,-81.92896054,OWS,OWS1,Q036,,Total,OVR,Total,OVERALL,,,,,,,,,12,,,,
84188,2013,2013,2013,FL,Florida,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,26.4,,,25.3,27.4,"32,552",28.93204038,-81.92896054,OWS,OWS1,Q036,,Total,OVR,Total,OVERALL,,,,,,,,,12,,,,
99203,2014,2014,2014,FL,Florida,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,26.2,,,25,27.5,"9,156",28.93204038,-81.92896054,OWS,OWS1,Q036,,Total,OVR,Total,OVERALL,,,,,,,,,12,,,,
61064,2015,2015,2015,FL,Florida,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,26.8,,,25.5,28.1,"8,985",28.93204038,-81.92896054,OWS,OWS1,Q036,,Total,OVR,Total,OVERALL,,,,,,,,,12,,,,
38870,2016,2016,2016,FL,Florida,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,27.4,,,26.4,28.5,"33,186",28.93204038,-81.92896054,OWS,OWS1,Q036,,Total,OVR,Total,OVERALL,,,,,,,,,12,,,,
59367,2017,2017,2017,FL,Florida,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,28.4,,,27,29.9,"19,913",28.93204038,-81.92896054,OWS,OWS1,Q036,,Total,OVR,Total,OVERALL,,,,,,,,,12,,,,
46936,2018,2018,2018,FL,Florida,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,30.7,,,29.1,32.3,"13,804",28.93204038,-81.92896054,OWS,OWS1,Q036,,Total,OVR,Total,OVERALL,,,,,,,,,12,,,,
147291,2019,2019,2019,FL,Florida,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,27,,,25.6,28.5,"15,091",28.93204038,-81.92896054,OWS,OWS1,Q036,,Total,OVR,Total,OVERALL,,,,,,,,,12,,,,
193324,2020,2020,2020,FL,Florida,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,28.4,,,26.7,30.2,"10,591",28.93204038,-81.92896054,OWS,OWS1,Q036,,Total,OVR,Total,OVERALL,,,,,,,,,12,,,,
223574,2021,2021,2021,FL,Florida,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,~,~,Data not available because sample size is insufficient.,~,,~,28.93204038,-81.92896054,OWS,OWS1,Q036,,Total,OVR,Total,OVERALL,,,,,,,,,12,,,,
84063,2011,2011,2011,GA,Georgia,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,28,,,26.6,29.4,"9,353",32.83968109,-83.62758035,OWS,OWS1,Q036,,Total,OVR,Total,OVERALL,,,,,,,,,13,,,,
58589,2012,2012,2012,GA,Georgia,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,29.1,,,27.5,30.8,"5,737",32.83968109,-83.62758035,OWS,OWS1,Q036,,Total,OVR,Total,OVERALL,,,,,,,,,13,,,,
55068,2013,2013,2013,GA,Georgia,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,30.3,,,28.9,31.8,"7,606",32.83968109,-83.62758035,OWS,OWS1,Q036,,Total,OVR,Total,OVERALL,,,,,,,,,13,,,,
97541,2014,2014,2014,GA,Georgia,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,30.5,,,28.9,32.1,"5,844",32.83968109,-83.62758035,OWS,OWS1,Q036,,Total,OVR,Total,OVERALL,,,,,,,,,13,,,,
80659,2015,2015,2015,GA,Georgia,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,30.7,,,28.8,32.6,"4,269",32.83968109,-83.62758035,OWS,OWS1,Q036,,Total,OVR,Total,OVERALL,,,,,,,,,13,,,,
41836,2016,2016,2016,GA,Georgia,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,31.4,,,29.7,33.2,"4,884",32.83968109,-83.62758035,OWS,OWS1,Q036,,Total,OVR,Total,OVERALL,,,,,,,,,13,,,,
60275,2017,2017,2017,GA,Georgia,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,31.6,,,30,33.3,"5,369",32.83968109,-83.62758035,OWS,OWS1,Q036,,Total,OVR,Total,OVERALL,,,,,,,,,13,,,,
51930,2018,2018,2018,GA,Georgia,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,32.5,,,31.2,33.8,"8,231",32.83968109,-83.62758035,OWS,OWS1,Q036,,Total,OVR,Total,OVERALL,,,,,,,,,13,,,,
147543,2019,2019,2019,GA,Georgia,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,33.1,,,31.3,35,"6,470",32.83968109,-83.62758035,OWS,OWS1,Q036,,Total,OVR,Total,OVERALL,,,,,,,,,13,,,,
193325,2020,2020,2020,GA,Georgia,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,34.3,,,32.5,36,"8,072",32.83968109,-83.62758035,OWS,OWS1,Q036,,Total,OVR,Total,OVERALL,,,,,,,,,13,,,,
220561,2021,2021,2021,GA,Georgia,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,33.9,,,32.2,35.6,"7,076",32.83968109,-83.62758035,OWS,OWS1,Q036,,Total,OVR,Total,OVERALL,,,,,,,,,13,,,,
94271,2011,2011,2011,HI,Hawaii,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,21.8,,,20.4,23.4,"7,407",21.30485044,-157.8577494,OWS,OWS1,Q036,,Total,OVR,Total,OVERALL,,,,,,,,,15,,,,
49183,2012,2012,2012,HI,Hawaii,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,23.6,,,22,25.2,"7,371",21.30485044,-157.8577494,OWS,OWS1,Q036,,Total,OVR,Total,OVERALL,,,,,,,,,15,,,,
79909,2013,2013,2013,HI,Hawaii,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,21.8,,,20.4,23.2,"7,609",21.30485044,-157.8577494,OWS,OWS1,Q036,,Total,OVR,Total,OVERALL,,,,,,,,,15,,,,
97905,2014,2014,2014,HI,Hawaii,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,22.1,,,20.7,23.5,"6,905",21.30485044,-157.8577494,OWS,OWS1,Q036,,Total,OVR,Total,OVERALL,,,,,,,,,15,,,,
83131,2015,2015,2015,HI,Hawaii,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,22.7,,,21.3,24.1,"6,822",21.30485044,-157.8577494,OWS,OWS1,Q036,,Total,OVR,Total,OVERALL,,,,,,,,,15,,,,
39690,2016,2016,2016,HI,Hawaii,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,23.8,,,22.5,25.2,"7,659",21.30485044,-157.8577494,OWS,OWS1,Q036,,Total,OVR,Total,OVERALL,,,,,,,,,15,,,,
63087,2017,2017,2017,HI,Hawaii,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,23.8,,,22.4,25.2,"7,319",21.30485044,-157.8577494,OWS,OWS1,Q036,,Total,OVR,Total,OVERALL,,,,,,,,,15,,,,
50786,2018,2018,2018,HI,Hawaii,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,24.9,,,23.6,26.3,"7,474",21.30485044,-157.8577494,OWS,OWS1,Q036,,Total,OVR,Total,OVERALL,,,,,,,,,15,,,,
148047,2019,2019,2019,HI,Hawaii,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,25,,,23.7,26.3,"7,341",21.30485044,-157.8577494,OWS,OWS1,Q036,,Total,OVR,Total,OVERALL,,,,,,,,,15,,,,
193326,2020,2020,2020,HI,Hawaii,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,24.5,,,23.2,25.9,"7,383",21.30485044,-157.8577494,OWS,OWS1,Q036,,Total,OVR,Total,OVERALL,,,,,,,,,15,,,,
220562,2021,2021,2021,HI,Hawaii,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,25,,,23.6,26.4,"7,314",21.30485044,-157.8577494,OWS,OWS1,Q036,,Total,OVR,Total,OVERALL,,,,,,,,,15,,,,
53884,2011,2011,2011,ID,Idaho,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,27,,,25.3,28.9,"5,739",43.68263001,-114.36373,OWS,OWS1,Q036,,Total,OVR,Total,OVERALL,,,,,,,,,16,,,,
76561,2012,2012,2012,ID,Idaho,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,26.8,,,24.8,28.8,"5,578",43.68263001,-114.36373,OWS,OWS1,Q036,,Total,OVR,Total,OVERALL,,,,,,,,,16,,,,
76624,2013,2013,2013,ID,Idaho,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,29.6,,,27.8,31.4,"5,315",43.68263001,-114.36373,OWS,OWS1,Q036,,Total,OVR,Total,OVERALL,,,,,,,,,16,,,,
71717,2014,2014,2014,ID,Idaho,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,28.9,,,27.1,30.8,"5,125",43.68263001,-114.36373,OWS,OWS1,Q036,,Total,OVR,Total,OVERALL,,,,,,,,,16,,,,
58808,2015,2015,2015,ID,Idaho,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,28.6,,,26.9,30.4,"5,358",43.68263001,-114.36373,OWS,OWS1,Q036,,Total,OVR,Total,OVERALL,,,,,,,,,16,,,,
39870,2016,2016,2016,ID,Idaho,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,27.4,,,25.6,29.3,"4,880",43.68263001,-114.36373,OWS,OWS1,Q036,,Total,OVR,Total,OVERALL,,,,,,,,,16,,,,
55332,2017,2017,2017,ID,Idaho,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,29.3,,,27.5,31.2,"4,623",43.68263001,-114.36373,OWS,OWS1,Q036,,Total,OVR,Total,OVERALL,,,,,,,,,16,,,,
48846,2018,2018,2018,ID,Idaho,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,28.4,,,26.3,30.5,"3,434",43.68263001,-114.36373,OWS,OWS1,Q036,,Total,OVR,Total,OVERALL,,,,,,,,,16,,,,
148551,2019,2019,2019,ID,Idaho,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,29.5,,,27.6,31.4,"4,925",43.68263001,-114.36373,OWS,OWS1,Q036,,Total,OVR,Total,OVERALL,,,,,,,,,16,,,,
193327,2020,2020,2020,ID,Idaho,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,31.1,,,29.4,32.9,"5,378",43.68263001,-114.36373,OWS,OWS1,Q036,,Total,OVR,Total,OVERALL,,,,,,,,,16,,,,
220563,2021,2021,2021,ID,Idaho,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,31.6,,,30.2,33,"6,177",43.68263001,-114.36373,OWS,OWS1,Q036,,Total,OVR,Total,OVERALL,,,,,,,,,16,,,,
82834,2011,2011,2011,IL,Illinois,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,27.1,,,25.4,28.9,"5,355",40.48501028,-88.99771018,OWS,OWS1,Q036,,Total,OVR,Total,OVERALL,,,,,,,,,17,,,,
93999,2012,2012,2012,IL,Illinois,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,28.1,,,26.4,29.9,"5,452",40.48501028,-88.99771018,OWS,OWS1,Q036,,Total,OVR,Total,OVERALL,,,,,,,,,17,,,,
96808,2013,2013,2013,IL,Illinois,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,29.4,,,27.7,31.2,"5,490",40.48501028,-88.99771018,OWS,OWS1,Q036,,Total,OVR,Total,OVERALL,,,,,,,,,17,,,,
83041,2014,2014,2014,IL,Illinois,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,29.3,,,27.6,31.1,"4,835",40.48501028,-88.99771018,OWS,OWS1,Q036,,Total,OVR,Total,OVERALL,,,,,,,,,17,,,,
72945,2015,2015,2015,IL,Illinois,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,30.8,,,29.2,32.4,"5,081",40.48501028,-88.99771018,OWS,OWS1,Q036,,Total,OVR,Total,OVERALL,,,,,,,,,17,,,,
39923,2016,2016,2016,IL,Illinois,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,31.6,,,29.9,33.3,"4,518",40.48501028,-88.99771018,OWS,OWS1,Q036,,Total,OVR,Total,OVERALL,,,,,,,,,17,,,,
60330,2017,2017,2017,IL,Illinois,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,31.1,,,29.5,32.7,"5,247",40.48501028,-88.99771018,OWS,OWS1,Q036,,Total,OVR,Total,OVERALL,,,,,,,,,17,,,,
48123,2018,2018,2018,IL,Illinois,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,31.8,,,30.2,33.4,"4,973",40.48501028,-88.99771018,OWS,OWS1,Q036,,Total,OVR,Total,OVERALL,,,,,,,,,17,,,,
148803,2019,2019,2019,IL,Illinois,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,31.6,,,30.1,33.1,"5,188",40.48501028,-88.99771018,OWS,OWS1,Q036,,Total,OVR,Total,OVERALL,,,,,,,,,17,,,,
193328,2020,2020,2020,IL,Illinois,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,32.4,,,30.2,34.6,"3,271",40.48501028,-88.99771018,OWS,OWS1,Q036,,Total,OVR,Total,OVERALL,,,,,,,,,17,,,,
220564,2021,2021,2021,IL,Illinois,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,34.2,,,31.8,36.6,"2,814",40.48501028,-88.99771018,OWS,OWS1,Q036,,Total,OVR,Total,OVERALL,,,,,,,,,17,,,,
71258,2011,2011,2011,IN,Indiana,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,30.8,,,29.5,32.3,"8,048",39.76691045,-86.14996019,OWS,OWS1,Q036,,Total,OVR,Total,OVERALL,,,,,,,,,18,,,,
93590,2012,2012,2012,IN,Indiana,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,31.4,,,30.1,32.7,"8,225",39.76691045,-86.14996019,OWS,OWS1,Q036,,Total,OVR,Total,OVERALL,,,,,,,,,18,,,,
100322,2013,2013,2013,IN,Indiana,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,31.8,,,30.6,33.1,"9,770",39.76691045,-86.14996019,OWS,OWS1,Q036,,Total,OVR,Total,OVERALL,,,,,,,,,18,,,,
78681,2014,2014,2014,IN,Indiana,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,32.7,,,31.6,34,"10,773",39.76691045,-86.14996019,OWS,OWS1,Q036,,Total,OVR,Total,OVERALL,,,,,,,,,18,,,,
92224,2015,2015,2015,IN,Indiana,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,31.3,,,29.5,33.1,"5,647",39.76691045,-86.14996019,OWS,OWS1,Q036,,Total,OVR,Total,OVERALL,,,,,,,,,18,,,,
39869,2016,2016,2016,IN,Indiana,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,32.5,,,31.2,33.8,"10,319",39.76691045,-86.14996019,OWS,OWS1,Q036,,Total,OVR,Total,OVERALL,,,,,,,,,18,,,,
59423,2017,2017,2017,IN,Indiana,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,33.6,,,32.5,34.7,"12,973",39.76691045,-86.14996019,OWS,OWS1,Q036,,Total,OVR,Total,OVERALL,,,,,,,,,18,,,,
49858,2018,2018,2018,IN,Indiana,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,34.1,,,32.6,35.6,"6,885",39.76691045,-86.14996019,OWS,OWS1,Q036,,Total,OVR,Total,OVERALL,,,,,,,,,18,,,,
149041,2019,2019,2019,IN,Indiana,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,35.3,,,34,36.7,"8,017",39.76691045,-86.14996019,OWS,OWS1,Q036,,Total,OVR,Total,OVERALL,,,,,,,,,18,,,,
193329,2020,2020,2020,IN,Indiana,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,36.8,,,35.4,38.1,"7,482",39.76691045,-86.14996019,OWS,OWS1,Q036,,Total,OVR,Total,OVERALL,,,,,,,,,18,,,,
