User_ID,Gender,Age,Height,Weight,Duration,Heart_Rate,Body_Temp,Calories
11916872,female,21,166,59,17,94,40.2,80
11917056,female,69,138,44,22,102,40.4,146
11917088,male,25,177,80,7,88,39.8,21
11917559,female,26,160,60,27,111,41,179
11917982,female,26,156,56,16,89,40.3,69
11918600,female,24,166,66,18,95,40,86
11919872,male,29,177,81,1,78,37.7,2
11920181,female,25,172,70,2,84,38.5,7
11920824,male,35,166,69,22,96,40.4,99
11921243,male,32,186,88,15,103,40.4,87
11921258,male,47,190,95,21,99,40.5,128
11921467,female,31,162,60,12,92,39.6,56
11922265,male,64,182,92,22,101,40.4,157
11923028,male,75,187,92,7,86,39.5,38
11923633,male,72,195,103,3,80,38.6,14
11924755,male,57,177,83,8,91,39.6,41
11924900,male,47,185,92,2,94,38.1,11
11925808,male,69,190,93,26,108,40.9,220
11928901,female,27,163,55,16,91,40,73
11929295,female,66,167,66,10,90,39.7,50
11930345,male,41,186,89,25,107,40.7,172
11930519,female,41,172,67,1,77,38.5,3
11930968,female,34,178,76,8,94,39.9,38
11931734,female,51,162,63,24,103,40.9,148
11932748,female,64,161,61,7,89,39.4,35
11933213,male,79,173,77,19,106,40.4,157
11933230,male,43,180,82,3,91,38.5,13
11933312,female,25,152,53,4,80,39.2,14
11933707,female,26,164,62,29,99,41.1,154
11934227,female,51,153,58,15,97,40.5,84
11935699,female,77,156,59,29,115,41.2,231
11935759,female,50,153,52,10,90,39.7,49
11936405,male,36,210,117,4,76,39,10
11937067,female,54,171,70,26,111,41,182
11937150,male,35,178,76,27,104,41.2,158
11938260,male,33,181,77,12,88,40.1,40
11939048,female,53,172,71,8,89,39.7,37
11940553,female,43,165,65,16,93,40.4,79
11940761,female,68,141,48,2,85,38.2,10
11940885,female,27,189,82,13,96,40.2,62
11941400,female,62,161,68,13,95,40.2,71
11941548,male,70,183,87,9,82,39.8,40
11942073,male,45,186,84,7,78,39.4,18
11943193,male,61,176,83,28,106,40.6,211
11944224,female,40,138,42,3,82,38.3,12
11944290,male,68,186,90,5,87,39,26
11946497,female,44,162,56,26,108,40.8,174
11946762,male,57,190,89,19,97,40.6,116
11948316,female,22,156,50,28,104,40.8,166
11948320,male,48,181,84,25,99,41.1,147
11948938,female,30,166,66,16,87,40.2,65
11948984,male,37,181,82,26,101,40.6,146
11949730,female,21,144,47,2,77,38.1,6
11950470,female,22,176,71,1,78,37.7,3
11950780,male,36,174,72,9,87,39.8,29
11951459,male,76,185,92,7,93,39.6,46
11951461,female,24,158,52,29,103,41.1,169
11952252,female,33,166,63,27,108,40.7,172
11952276,male,22,191,88,21,103,40.4,112
11952300,male,27,183,87,27,107,41,166
11952514,female,36,166,66,15,101,40.2,85
11953032,female,32,165,65,20,91,40.6,90
11953536,male,26,179,81,26,103,40.5,140
11954001,female,79,164,67,6,91,39.2,32
11954781,female,25,171,66,9,86,40.3,35
11954994,male,63,179,81,6,88,39.2,29
11955633,male,44,201,102,10,88,39.8,44
11955747,male,25,174,76,5,88,39.4,15
11956200,female,65,148,54,13,85,40.3,60
11956230,female,21,177,72,14,90,40.1,58
11956634,female,27,157,59,2,87,37.8,8
11957294,male,22,187,90,4,73,38.9,3
11957643,male,21,191,92,11,89,40,36
11958010,male,78,186,91,5,84,39.1,26
11960136,female,39,179,76,6,82,39.4,21
11960283,female,47,162,65,3,85,39,12
11960332,male,53,176,81,22,103,40.6,147
11961698,female,23,158,53,14,93,40,66
11962088,female,37,167,64,9,91,39.9,42
11962233,male,73,169,72,15,92,40.2,87
11962395,male,34,167,74,20,93,40.4,82
11963591,male,73,196,103,20,104,40.6,165
11963638,female,46,151,52,25,113,40.5,183
11963688,female,44,171,64,29,103,40.9,175
11963924,female,70,179,80,22,105,40.5,143
11965048,female,30,181,77,29,113,40.8,194
11965755,male,44,170,79,7,82,39.4,21
11965928,male,20,185,91,17,96,40.3,72
11965936,female,23,168,65,16,87,40.3,63
11966394,male,72,183,94,9,88,39.6,50
11966526,male,22,195,88,28,106,40.8,162
11967118,female,78,180,77,4,83,38.6,17
11967201,male,21,169,74,22,105,40.4,116
11967522,female,35,152,51,29,119,40.9,225
11968334,female,70,156,55,10,86,39.7,48
11968768,female,24,160,60,17,104,40.2,99
11968898,male,32,167,66,11,93,39.8,42
11969058,male,22,183,85,10,89,39.9,31
11969125,female,25,159,60,7,94,39.4,34
11969353,female,22,169,67,8,90,39.3,34
11969700,male,57,182,86,10,95,39.8,58
11970819,female,22,158,59,28,114,40.7,193
11971539,female,53,175,75,3,75,38.7,9
11971930,female,67,168,64,6,95,39.2,34
11972182,male,29,176,73,3,80,38.8,6
11973200,male,30,186,83,6,74,39.5,7
11973957,male,41,182,83,16,94,40.2,76
11974096,female,38,173,77,15,94,40.3,72
11974143,female,73,164,68,17,92,40.2,90
11974506,male,64,183,90,22,93,40.7,129
11975054,male,24,179,76,27,108,40.8,160
11976117,female,78,174,72,12,94,40.3,67
11977275,male,47,195,94,20,94,40.5,106
11978134,female,48,151,48,21,105,40.6,137
11978402,female,79,170,69,2,82,38.7,9
11979612,male,68,172,74,23,94,40.6,135
11980382,male,43,175,79,5,83,39.4,16
11980747,female,27,173,71,21,89,40.8,87
11981652,female,60,155,54,16,99,40.5,96
11981903,male,39,171,76,26,106,40.4,165
11982586,female,24,164,65,14,98,40.4,72
11983096,female,47,168,69,7,90,39.5,32
11983331,female,73,164,67,17,97,40.2,100
11983925,male,37,200,100,12,91,40.1,54
11984090,female,61,162,68,21,103,40.4,132
11984801,female,22,171,65,13,93,40.3,59
11984953,male,30,184,90,22,105,40.4,133
11985090,female,29,157,53,2,84,38.3,8
11985458,female,22,151,49,27,107,40.7,169
11985714,male,69,186,83,29,114,40.9,265
11986086,female,70,183,82,17,101,40.3,103
11986136,male,76,187,96,12,96,40.1,85
11986235,female,21,161,60,4,87,38.8,16
11988053,female,51,152,58,30,117,41.3,232
11988403,female,66,166,65,23,104,40.9,150
11988867,male,62,196,94,14,89,40.1,74
11989203,female,26,166,68,24,105,40.8,141
11989680,male,58,188,90,6,81,39,23
11990486,female,48,176,72,11,87,40,47
11991458,female,22,170,72,2,81,38.1,6
11992881,female,72,168,66,26,109,41,186
11994271,male,21,180,78,14,105,40.2,75
11996750,female,40,168,65,8,88,39.5,35
11997547,male,54,202,99,16,99,40.5,104
11997648,male,22,166,64,14,98,40.2,57
11998292,male,21,181,79,11,90,39.9,34
11999028,male,33,172,74,14,99,40.1,69
11999081,male,24,181,75,20,101,41,97
12000110,male,20,172,76,19,106,40.3,103
12000656,male,44,183,91,15,90,40.4,67
12001492,male,27,185,79,18,94,40,72
12004059,male,33,187,90,6,86,39.1,20
12004679,male,61,165,79,9,88,39.5,43
12004791,female,38,163,66,11,98,39.9,59
12005008,male,56,190,91,12,86,39.9,54
12005737,female,31,153,51,5,80,39.2,18
12006675,male,35,186,83,19,100,40.6,102
12006711,female,23,148,48,13,77,40.2,40
12007671,female,73,183,79,15,91,40,76
12010712,male,23,178,75,12,95,39.8,47
12011289,male,57,173,77,8,79,39.7,25
12011673,female,54,152,53,19,101,40.2,117
12012161,male,31,197,105,21,99,40.7,116
12013177,male,25,176,83,17,87,40.8,50
12013918,male,42,174,73,13,93,40.4,58
12014300,female,39,179,76,20,105,40.5,120
12014624,female,71,136,47,20,94,40.3,116
12015033,female,74,154,57,18,103,40.2,120
12015336,male,25,193,86,23,101,40.5,118
12015728,male,35,200,107,9,96,40,48
12016709,female,36,159,57,29,115,41,211
12017034,male,54,170,76,6,80,39.3,19
12017075,female,30,170,67,14,94,40.2,67
12017182,female,21,167,59,8,88,39.4,33
12017526,male,51,177,76,1,76,37.8,2
12018393,male,64,168,72,30,115,40.9,264
12018394,male,79,185,90,20,94,40.6,135
12019657,male,23,195,95,18,91,40.5,67
12019744,female,33,155,59,23,106,40.9,143
12020646,female,64,157,63,17,105,40.1,112
12020677,male,43,192,100,16,100,40.5,98
12020939,male,63,202,106,21,91,40.8,123
12021778,female,54,161,64,21,95,40.7,112
12022756,male,37,192,98,4,84,38.8,14
12022983,female,58,163,61,4,80,38.8,15
12023696,male,70,167,74,10,91,39.7,55
12024446,male,28,199,94,11,94,39.9,48
12025402,female,27,169,64,19,96,40.3,95
12026295,female,28,171,72,13,92,40.1,58
12026352,male,51,175,79,22,107,40.7,157
12027095,female,44,167,69,15,102,40.3,88
12027509,male,22,199,97,24,104,40.6,136
12027550,female,35,169,69,22,107,40.8,137
12027768,female,33,162,59,1,84,37.9,4
12027990,female,45,174,70,26,107,40.9,166
12028491,male,69,189,93,10,92,39.9,60
12028761,female,40,169,63,11,93,39.6,54
12029816,female,60,156,59,23,106,40.7,154
12029954,male,20,191,97,21,92,40.4,79
12030616,male,56,201,105,11,94,39.7,66
12030953,male,29,194,95,16,99,40.1,83
12031314,male,36,188,88,14,91,40.1,59
12033861,female,46,171,64,3,94,38.5,15
12033963,female,35,164,58,27,104,40.9,164
12035050,female,38,160,62,24,100,40.2,135
12035754,male,46,166,68,6,79,39.1,15
12036626,male,33,205,114,4,90,39.2,18
12037170,female,27,183,79,3,80,38.9,9
12037592,female,61,163,61,19,96,40.6,107
12037794,female,43,158,61,22,106,40.8,140
12038169,male,29,170,75,9,93,39.9,35
12038545,male,24,181,91,14,97,40.4,64
12041420,female,26,178,77,10,98,39.7,50
12041582,female,36,157,63,24,108,40.8,155
12042077,male,22,194,91,28,108,40.6,172
12042773,female,25,158,62,10,90,39.7,43
12043718,male,21,192,89,24,96,41,102
12044547,female,76,144,47,4,88,38.9,21
12046609,female,38,170,59,26,115,40.8,189
12047532,female,43,150,54,23,106,40.7,149
12047880,male,24,192,93,20,97,40.6,92
12048857,male,26,194,99,8,85,39.6,24
12051718,male,38,188,89,1,77,37.7,2
12051724,female,24,182,71,30,106,41,177
12052192,male,69,190,93,24,105,40.5,192
12052844,female,38,151,52,23,98,40.8,128
12052953,female,21,155,58,25,105,40.7,148
12053048,male,41,186,88,7,86,39.5,26
12053403,female,68,179,77,8,89,40.1,38
12053690,female,39,173,69,24,102,41,138
12054652,female,36,171,63,23,105,40.7,141
12054695,female,22,162,59,13,90,39.9,56
12055129,male,37,191,93,18,88,39.9,70
12055395,male,21,176,79,18,97,40.5,75
12055453,female,41,170,65,21,96,40.5,110
12055581,male,56,190,97,2,79,37.9,7
12055629,female,54,146,52,4,82,38.4,17
12056612,female,61,157,62,5,83,38.8,21
12056752,male,36,194,91,28,105,40.8,178
12057594,male,59,166,70,17,90,40.2,81
12058874,female,33,154,54,1,78,37.7,3
12059109,female,23,159,60,15,91,40.2,67
12059394,female,28,166,64,18,100,40.5,98
12060093,male,33,193,94,9,81,40.2,24
12061293,male,43,177,77,7,80,39.4,18
12061462,male,61,185,81,4,81,38.9,15
12061497,male,56,183,85,9,90,39.4,44
12062720,male,25,184,84,7,82,39.3,16
12063088,male,70,191,90,9,91,39.5,53
12063169,female,61,179,75,9,82,40.2,35
12063233,male,42,182,87,10,99,39.6,57
12063723,male,59,181,84,12,95,40,70
12064049,female,29,176,72,18,95,40.4,86
12064257,female,59,156,60,26,102,40.8,162
12065881,female,78,168,71,12,96,39.7,69
12066235,female,71,174,74,29,105,41,191
12066385,male,38,190,87,28,99,41.1,153
12066469,female,42,169,68,16,97,40.6,85
12066484,male,64,183,88,1,78,37.7,4
12068497,male,54,177,83,15,98,40.4,90
12068542,female,24,174,72,5,89,39.3,20
12068636,male,37,192,88,9,90,39.5,37
12068951,male,22,175,77,2,79,38.4,3
12070148,female,33,163,63,12,93,39.9,57
12070451,male,45,196,98,9,91,40,44
12070823,female,55,175,69,30,117,41.2,230
12071364,male,50,176,80,13,89,40.1,57
12071382,female,60,158,59,4,77,38.6,14
12072028,female,43,154,56,29,109,40.9,196
12072273,female,57,160,67,27,109,40.6,185
12072680,female,76,138,45,23,95,40.7,138
12072919,male,46,184,89,10,95,39.9,53
12074880,female,43,167,58,29,106,41.1,186
12075809,female,52,174,73,23,107,40.3,149
12076075,female,55,159,59,7,86,39.1,31
12076343,male,52,177,77,23,99,40.4,136
12076436,female,34,176,70,22,90,40.5,96
12076838,female,65,156,63,21,102,40.4,133
12076927,female,42,175,69,5,83,39.3,19
12079044,female,20,169,65,3,82,38.7,10
12079729,female,27,177,68,17,100,40.3,91
12079828,female,49,166,66,10,80,40,36
12079891,female,41,156,61,11,97,39.9,59
12080067,female,25,172,70,16,92,40.6,71
12083737,female,21,173,69,22,106,40.3,129
12083988,male,34,181,80,18,101,40.3,98
12084103,male,35,205,100,15,92,40.2,68
12085410,male,23,189,97,13,89,40.2,45
12085861,female,47,166,67,28,106,40.8,178
12087215,female,37,164,63,12,91,39.8,56
12087297,female,21,168,63,15,96,40.1,73
12088340,female,50,154,62,22,100,40.6,129
12088481,female,55,154,53,22,98,41,129
12088858,female,63,161,59,12,89,40.5,59
12089825,female,37,169,67,7,84,39.6,27
12091387,female,54,194,94,27,108,40.6,171
12091909,male,40,177,84,7,90,39.8,29
12092379,male,48,195,95,15,93,40.2,78
12092720,female,20,153,52,14,92,40.1,64
12094559,female,42,166,69,8,81,39.4,29
12095824,male,77,190,96,28,103,41,228
12097174,male,58,187,87,23,111,40.8,190
12097772,female,56,143,48,10,98,39.7,59
12099947,female,67,175,72,13,95,40.3,71
12102128,male,24,191,86,4,81,39.2,8
12102225,female,73,185,79,15,95,40.1,82
12102333,female,58,161,61,11,87,39.9,51
12104021,female,30,170,64,6,86,39,24
12106575,female,21,166,63,5,81,39.3,16
12107751,female,31,173,70,6,84,39.2,22
12108240,female,41,161,55,23,107,40.4,150
12108301,male,55,179,85,23,108,40.6,175
12109074,male,35,174,80,17,90,40.5,65
12111577,male,22,183,83,13,99,40.1,60
12112715,male,24,189,93,20,93,40.4,80
12113470,male,23,182,84,15,93,40.6,57
12113548,male,27,187,89,11,94,40,47
12114116,female,38,169,72,6,82,39.4,21
12114332,male,32,188,91,30,128,40.9,289
12114449,male,44,196,102,30,101,41.1,192
12115190,female,56,155,60,3,84,38.7,13
12116349,male,46,203,107,6,82,39.4,22
12116666,female,52,174,68,30,113,41,216
12117509,female,23,156,58,4,85,39.1,15
12118319,female,72,177,79,1,83,37.8,4
12118799,female,21,159,50,11,86,40.1,44
12119217,male,52,175,82,9,91,39.6,43
12121015,male,20,187,90,25,105,40.7,139
12121222,male,24,179,83,22,105,40.4,124
12122483,female,23,160,62,9,97,39.3,45
12123004,female,44,174,67,8,87,39.9,34
12123806,female,32,158,55,24,110,40.8,161
12126068,female,75,186,77,14,90,40,70
12126250,male,55,199,105,15,87,39.8,73
12127647,male,20,177,77,2,90,38.6,6
12128107,male,24,188,92,27,105,40.5,157
12128736,female,46,166,58,10,93,39.6,51
12129584,female,62,176,77,30,116,40.6,227
12129622,male,32,185,84,17,98,40.3,84
12129721,female,23,182,70,17,102,40.3,93
12129875,male,62,189,98,26,109,41,218
12130072,female,50,175,77,2,77,38.4,6
12130100,female,41,192,83,6,90,39.4,26
12130884,female,40,171,70,24,107,40.7,151
12131294,female,44,158,54,12,100,40.1,70
12132251,male,37,189,97,11,88,39.7,44
12132331,male,43,211,113,7,81,39.4,25
12132339,male,60,186,94,21,97,40.4,134
12132600,male,43,201,104,28,103,40.7,187
12133833,male,35,174,76,12,97,40.2,57
12135008,male,27,188,81,8,92,39.6,30
12135010,female,77,166,65,20,105,40.3,136
12135698,female,27,178,77,19,104,40.7,108
12136065,male,26,175,78,8,94,39.4,32
12136817,female,30,172,70,23,102,40.6,129
12137507,male,27,169,73,23,101,41,114
12137980,male,23,170,70,29,110,40.7,175
12138268,male,25,188,91,9,97,39.6,42
12138344,male,48,179,82,11,90,39.6,49
12139331,female,30,144,47,21,99,40.6,117
12139431,female,69,161,59,24,105,40.8,162
12140316,male,61,191,100,28,111,40.8,243
12140376,female,20,174,70,26,98,41,130
12140444,male,30,187,94,18,94,40.4,81
12140587,female,24,160,63,3,79,38.5,9
12142650,male,56,200,101,28,112,40.9,241
12142970,female,38,169,67,3,85,38.5,12
12143206,male,49,184,91,14,96,40.1,79
12143358,female,69,172,69,17,93,40.8,91
12144057,female,34,179,75,7,91,39.4,31
12144507,female,26,169,67,13,92,40.1,58
12145768,female,53,167,67,28,112,40.7,199
12146545,male,24,169,74,12,93,39.8,43
12147068,male,76,173,82,25,114,41.1,236
12148591,female,65,162,65,12,98,39.8,70
12149605,female,24,174,72,8,91,39.8,34
12149898,female,73,178,78,29,115,40.9,221
12150043,male,39,182,81,24,92,40.5,104
12150256,female,42,167,66,20,105,40.2,124
12150397,female,29,169,69,15,97,40.4,76
12150676,female,65,178,82,2,79,38.1,7
12151296,male,37,168,68,25,97,41.1,118
12151445,male,24,175,77,18,93,40,66
12152030,male,61,180,83,15,89,40.1,75
12154012,male,29,184,93,8,88,40,28
12154678,female,35,177,74,26,102,41.3,146
12155209,female,26,156,56,20,98,40.1,106
12155399,female,35,157,52,14,99,40.1,79
12156953,male,48,181,90,14,90,40.3,65
12157165,female,51,156,63,9,92,40.1,45
12158105,male,76,170,81,5,82,38.9,23
12158638,female,38,177,78,4,79,38.9,13
12158911,female,38,155,59,28,115,40.4,204
12159473,female,27,159,63,13,93,40.1,61
12159858,female,36,180,80,22,109,40.9,139
12160129,male,38,189,90,20,99,40.7,111
12161575,male,30,165,65,16,87,40.4,45
12161877,male,56,182,86,20,105,40.7,144
12162019,male,21,197,101,30,108,41,189
12162135,male,20,191,94,9,92,40,33
12162148,male,55,171,70,17,93,40.3,85
12163303,male,26,186,87,21,103,40.6,115
12163871,male,48,187,87,1,70,37.7,2
12163888,male,33,196,92,15,98,40,78
12164109,male,22,178,80,28,113,40.7,186
12164220,male,23,177,74,24,113,40.6,158
12164222,female,43,162,64,30,105,41.2,187
12165121,male,24,190,93,28,109,40.8,180
12165950,female,39,156,55,15,95,39.9,78
12166146,male,29,184,85,24,105,40.9,142
12169308,male,38,180,80,24,98,40.8,124
12169448,female,70,172,73,3,80,38.6,12
12169913,female,55,145,55,15,101,40.1,92
12170927,female,79,163,66,2,90,38.3,10
12174253,male,79,195,105,20,98,40.7,154
12175177,female,76,162,65,10,94,39.8,56
12175219,male,48,186,90,17,94,40.6,89
12176085,male,41,183,85,28,106,40.9,186
12178337,male,27,189,93,30,104,40.7,175
12178742,male,27,181,83,6,86,39.4,17
12179387,female,64,169,71,19,100,40.5,113
12179594,female,30,176,71,4,82,38.6,14
12180222,male,67,183,89,24,107,40.7,195
12181996,male,40,201,97,10,99,40,58
12182787,female,43,190,88,4,81,38.5,13
12184877,male,66,193,97,20,95,40.6,129
12184919,male,41,178,87,15,83,40.3,48
12187108,male,29,193,91,16,94,40,70
12187528,male,28,181,91,28,101,41,151
12188573,male,39,184,88,17,93,40.4,79
12189951,female,42,176,71,17,97,40.1,89
12190043,male,26,181,78,16,98,40.2,73
12190406,female,74,162,67,23,100,40.8,143
12191640,female,51,175,68,4,89,38.9,18
12193605,male,52,199,99,5,93,39,27
12194902,male,20,187,93,8,89,39.5,26
12194986,male,22,187,94,17,91,40.2,62
12195790,female,29,163,62,13,96,39.7,66
12196327,female,78,151,53,14,102,40.2,93
12196897,male,24,196,94,22,99,40.6,109
12197927,male,53,165,71,20,96,40.9,108
12198133,male,39,182,82,4,82,38.6,11
12198565,female,74,145,48,25,101,40.7,164
12200442,male,25,180,81,7,84,39.5,17
12201423,female,26,168,70,28,101,41.3,152
12201712,female,22,155,53,17,108,40.4,108
12201902,female,69,172,67,13,94,40,71
12202846,male,31,198,101,3,77,39,6
12202933,female,27,166,59,13,88,40.1,55
12203129,female,28,167,63,1,73,37.6,3
12203346,female,64,156,56,5,81,38.9,21
12204696,female,34,163,61,1,74,38.2,3
12204910,female,41,186,81,10,95,39.3,49
12205180,female,22,173,67,29,103,40.8,162
12205400,female,61,162,61,16,99,40.4,95
12205632,male,44,195,92,6,83,39.4,21
12206930,female,58,174,72,18,107,40.5,119
12207896,male,22,177,78,25,102,40.7,124
12209289,male,71,183,80,6,84,39,28
12209671,male,28,174,76,7,89,39.6,23
12209725,female,79,159,64,17,101,40.2,109
12210089,male,30,178,76,8,81,39.9,17
12210859,female,66,158,57,8,90,39.5,41
12211045,male,69,180,86,7,89,39.4,38
12212390,female,22,157,54,21,88,40,88
12214037,male,23,189,91,24,101,40.6,123
12214426,male,52,176,82,4,80,38.9,13
12214546,female,37,158,57,27,106,40.8,171
12215052,female,22,164,58,27,107,40.8,166
12215329,female,75,161,63,25,105,40.5,170
12218567,male,32,176,74,21,106,40.5,125
12219407,female,59,157,51,11,94,39.8,61
12219500,male,56,188,90,10,91,39.7,52
12221911,male,50,192,87,20,103,40.4,133
12222193,male,23,207,101,24,103,41,136
12222423,female,34,167,68,30,105,40.7,180
12222542,male,50,182,85,14,90,40.2,65
12222855,male,42,187,92,5,87,39.1,20
12223324,female,69,175,68,15,98,40,88
12223834,female,32,160,54,2,87,38.3,8
12224217,male,57,183,93,6,90,39.4,31
12224364,female,33,156,57,1,74,37.8,3
12225208,female,33,181,75,5,81,39.4,17
12225872,male,42,190,88,2,79,38.7,5
12226404,female,26,170,63,22,106,40.4,133
12227213,female,49,178,77,23,109,40.4,151
12228055,male,26,199,93,22,104,40.6,127
12228347,female,57,167,63,28,103,40.8,176
12228656,female,61,166,64,7,87,39.5,32
12229778,female,41,184,83,28,102,40.9,157
12229965,female,45,166,59,7,80,39.1,26
12230328,female,65,152,51,23,103,40.8,151
12230460,female,29,156,54,28,102,40.8,162
12230977,female,28,169,65,23,96,40.7,115
12231528,male,24,209,110,8,80,40,19
12232314,male,43,178,81,25,102,40.8,151
12234447,male,39,175,74,9,93,39.5,39
12235821,male,59,190,99,25,107,40.7,199
12236279,female,53,147,54,22,100,40.6,132
12236794,female,46,168,70,5,77,39.1,16
12239606,female,64,159,59,29,112,41.3,215
12240246,male,48,196,94,1,85,37.9,4
12240448,female,64,163,67,27,115,40.7,206
12241219,male,64,189,99,25,109,40.8,212
12241914,male,43,204,107,13,94,40.1,70
12241923,female,55,160,58,21,104,40.9,135
12242593,male,23,173,73,23,100,40.7,106
12242759,male,39,184,89,7,90,39.5,29
12243660,male,38,170,74,26,109,40.5,174
12243765,male,57,174,78,29,112,41.3,236
12244099,female,53,160,59,19,100,40.3,113
12245709,female,41,169,64,18,101,40.6,104
12246282,male,34,170,77,13,100,39.9,68
12247019,male,25,173,77,9,94,39.4,35
12247180,female,30,163,64,25,98,40.6,131
12249672,male,32,185,89,4,88,38.6,14
12249923,male,26,191,93,13,89,40.3,46
12250283,female,31,153,60,12,93,40,57
12251009,male,37,189,85,21,106,40.4,135
12252501,male,35,173,76,17,101,39.7,92
12253064,male,77,207,105,13,101,39.9,105
12253507,female,39,157,63,2,77,38.4,6
12255729,female,41,182,77,23,115,40.6,163
12256111,male,26,171,77,28,105,40.7,156
12257295,female,21,185,77,12,92,40.1,51
12257588,male,52,170,77,24,108,40.6,175
12258060,female,23,177,74,27,103,40.7,149
12258489,female,31,171,72,15,93,40.1,69
12258799,female,25,157,59,11,82,39.7,39
12259016,female,25,163,63,20,102,40.3,112
12259323,female,58,166,66,30,115,41.1,226
12259767,female,63,184,77,1,79,38.1,4
12260850,male,21,185,87,12,88,39.9,36
12260959,male,39,185,87,26,110,40.9,187
12262135,female,49,156,55,11,96,39.8,60
12263999,male,73,200,106,12,89,40,73
12264117,female,39,177,73,27,105,40.8,163
12264374,male,22,176,75,26,106,40.6,143
12265128,male,43,173,74,12,89,39.9,47
12265696,female,23,174,69,8,89,39.7,33
12267053,female,53,162,58,30,111,40.8,214
12267136,female,42,153,56,19,102,40.5,114
12269522,female,20,157,57,6,82,39.1,21
12271222,male,23,198,94,29,106,40.8,173
12271736,male,52,194,92,15,100,40.2,96
12274261,male,55,181,80,27,107,41.1,198
12274315,female,25,166,68,12,100,40.2,64
12275039,male,21,177,77,2,87,38.8,5
12275191,female,38,170,64,9,91,39.6,42
12275317,male,50,190,100,27,104,40.8,191
12275702,female,49,164,63,5,91,38.9,24
12275846,male,22,177,80,7,86,39.5,18
12276044,female,63,161,57,2,86,38.7,9
12276773,male,73,180,82,2,79,38.2,8
12276950,male,31,190,92,13,92,40,54
12277432,female,26,170,67,19,97,40.6,96
12278300,male,48,202,102,29,117,40.7,261
12278963,male,40,204,109,2,76,38.1,5
12281044,female,57,157,54,6,92,39.2,31
12281127,male,47,182,87,23,103,40.4,150
12281497,female,23,158,55,20,105,40.2,120
12281601,female,25,149,50,8,95,39.5,40
12281792,male,53,181,79,15,98,40.2,88
12282015,female,40,178,73,8,88,39.7,34
12282553,female,78,154,60,9,85,39.7,43
12282992,female,32,176,70,2,86,38.6,8
12283493,male,35,200,97,5,92,39.1,22
12283776,male,34,191,91,27,115,40.7,210
12283845,male,43,171,76,14,95,40.2,68
12285104,male,25,197,93,25,97,40.9,117
12285465,female,39,165,64,16,97,40.5,85
12286808,female,25,163,60,7,89,39.4,30
12289711,female,43,163,57,17,92,40.2,84
12289910,female,58,161,62,19,104,40.5,122
12290506,male,58,181,84,11,78,39.9,35
12291372,male,73,169,71,26,104,40.6,197
12291793,female,30,161,61,30,106,40.8,184
12292817,female,33,182,78,5,83,39.3,18
12293035,female,47,153,57,26,104,40.9,164
12293039,male,49,165,70,26,99,40.7,146
12293751,male,46,194,101,2,80,38,7
12295344,female,60,162,63,12,100,39.9,72
12296171,male,42,192,87,23,106,41,155
12296991,male,65,190,91,27,114,40.5,246
12297277,female,40,160,59,21,108,40.6,138
12297712,female,25,160,61,3,81,38.3,10
12297793,male,45,200,97,24,106,40.7,170
12298601,female,20,156,52,10,97,39.5,51
12300143,male,69,187,90,2,78,38.3,8
12300466,female,41,159,57,17,93,40.1,85
12300944,female,56,183,80,21,97,40.4,113
12301038,male,41,178,76,28,104,40.8,172
12302421,female,31,163,60,7,86,39.4,28
12302799,female,73,184,83,15,98,40.6,86
12302947,male,20,172,71,18,99,40.3,77
12303119,male,51,178,88,12,92,40.2,61
12303277,male,50,176,82,5,86,39.2,20
12304455,male,22,179,73,10,84,39.9,21
12305339,female,38,169,74,3,82,38.8,11
12305352,male,39,165,69,30,108,41,195
12306781,female,23,181,74,9,91,39.6,38
12308275,male,78,177,82,6,79,39.2,26
12309121,male,78,174,80,9,87,39.5,49
12309707,male,24,179,82,28,104,40.4,152
12310238,male,45,189,91,5,96,39.1,27
12310632,female,75,157,58,11,93,40.2,62
12310835,male,47,196,101,22,103,40.9,150
12312127,female,77,171,68,21,101,40.6,133
12313506,male,72,198,100,2,77,38.4,8
12315713,female,28,166,60,20,98,40.7,105
12316339,female,20,155,51,11,98,39.7,58
12316661,male,27,194,98,13,89,40.1,48
12316770,male,39,209,111,22,102,40.5,143
12316929,female,26,170,63,9,88,39.8,37
12317336,female,70,166,65,27,109,40.4,192
12317872,male,27,172,72,22,98,40.9,98
12318694,female,25,162,60,2,80,38.1,7
12318897,male,54,193,93,10,81,39.9,37
12318905,male,60,184,89,12,89,40.2,61
12319687,male,62,180,83,27,99,40.8,177
12319802,male,35,180,79,28,105,40.9,170
12320654,male,41,173,79,29,105,40.8,184
12321468,female,38,162,68,2,81,38.6,7
12322121,male,22,182,84,13,92,40.1,47
12322337,male,63,186,92,8,90,39.7,43
12323198,female,36,166,58,25,101,41.1,144
12323981,male,21,197,103,14,99,40,70
12325020,male,22,174,76,15,93,40.6,53
12326395,female,63,160,61,8,88,40,38
12326609,male,28,183,87,15,100,40.3,77
12327588,female,27,166,62,15,88,39.9,62
12327773,male,68,191,98,22,99,41,157
12328096,female,26,163,57,20,92,40.8,93
12329594,male,24,190,89,27,103,40.9,147
12329819,female,41,154,56,21,105,40.5,132
12330439,female,29,161,62,24,106,40.4,147
12330499,male,27,188,84,6,87,39.1,18
12330867,male,73,197,100,10,88,39.9,58
12331625,female,39,166,61,4,85,38.9,16
